Listing for omni_5min data from 20240507 to 20240515
Selected parameters:
 1 SYM/H, nT

YYYY DOY HR MN    1 
2024 136  4 15   -43
2024 136  4 20   -43
2024 136  4 25   -42
2024 136  4 30   -40
2024 136  4 35   -40
2024 136  4 40   -40
2024 136  4 45   -40
2024 136  4 50   -40
2024 136  4 55   -40
2024 136  5  0   -40
2024 136  5  5   -40
2024 136  5 10   -41
2024 136  5 15   -41
2024 136  5 20   -41
2024 136  5 25   -42
2024 136  5 30   -43
2024 136  5 35   -44
2024 136  5 40   -42
2024 136  5 45   -40
2024 136  5 50   -39
2024 136  5 55   -39
2024 136  6  0   -39
2024 136  6  5   -40
2024 136  6 10   -40
2024 136  6 15   -41
2024 136  6 20   -42
2024 136  6 25   -42
2024 136  6 30   -44
2024 136  6 35   -46
2024 136  6 40   -48
2024 136  6 45   -49
2024 136  6 50   -49
2024 136  6 55   -49
2024 136  7  0   -50
2024 136  7  5   -50
2024 136  7 10   -49
2024 136  7 15   -49
2024 136  7 20   -49
2024 136  7 25   -50
2024 136  7 30   -50
2024 136  7 35   -50
2024 136  7 40   -49
2024 136  7 45   -47
2024 136  7 50   -48
2024 136  7 55   -45
2024 136  8  0   -46
2024 136  8  5   -46
2024 136  8 10   -47
2024 136  8 15   -47
2024 136  8 20   -47
2024 136  8 25   -46
2024 136  8 30   -45
2024 136  8 35   -44
2024 136  8 40   -43
2024 136  8 45   -41
2024 136  8 50   -41
2024 136  8 55   -42
2024 136  9  0   -42
2024 136  9  5   -42
2024 136  9 10   -43
2024 136  9 15   -43
2024 136  9 20   -44
2024 136  9 25   -44
2024 136  9 30   -44
2024 136  9 35   -42
2024 136  9 40   -42
2024 136  9 45   -42
2024 136  9 50   -41
2024 136  9 55   -40
2024 136 10  0   -40
2024 136 10  5   -40
2024 136 10 10   -41
2024 136 10 15   -43
2024 136 10 20   -44
2024 136 10 25   -45
2024 136 10 30   -46
2024 136 10 35   -47
2024 136 10 40   -47
2024 136 10 45   -48
2024 136 10 50   -49
2024 136 10 55   -50
2024 136 11  0   -50
2024 136 11  5   -51
2024 136 11 10   -51
2024 136 11 15   -52
2024 136 11 20   -52
2024 136 11 25   -51
2024 136 11 30   -51
2024 136 11 35   -51
2024 136 11 40   -50
2024 136 11 45   -48
2024 136 11 50   -49
2024 136 11 55   -49
2024 136 12  0   -50
2024 136 12  5   -50
2024 136 12 10   -51
2024 136 12 15   -52
2024 136 12 20   -52
2024 136 12 25   -53
2024 136 12 30   -53
2024 136 12 35   -54
2024 136 12 40   -55
2024 136 12 45   -55
2024 136 12 50   -55
2024 136 12 55   -54
2024 136 13  0   -54
2024 136 13  5   -53
2024 136 13 10   -52
2024 136 13 15   -52
2024 136 13 20   -52
2024 136 13 25   -50
2024 136 13 30   -50
2024 136 13 35   -48
2024 136 13 40   -48
2024 136 13 45   -47
2024 136 13 50   -47
2024 136 13 55   -47
2024 136 14  0   -47
2024 136 14  5   -48
2024 136 14 10   -49
2024 136 14 15   -50
2024 136 14 20   -50
2024 136 14 25   -51
2024 136 14 30   -52
2024 136 14 35   -55
2024 136 14 40   -57
2024 136 14 45   -57
2024 136 14 50   -56
2024 136 14 55   -54
2024 136 15  0   -53
2024 136 15  5   -53
2024 136 15 10   -53
2024 136 15 15   -52
2024 136 15 20   -50
2024 136 15 25   -49
2024 136 15 30   -49
2024 136 15 35   -48
2024 136 15 40   -48
2024 136 15 45   -48
2024 136 15 50   -48
2024 136 15 55   -48
2024 136 16  0   -48
2024 136 16  5   -48
2024 136 16 10   -49
2024 136 16 15   -49
2024 136 16 20   -49
2024 136 16 25   -48
2024 136 16 30   -48
2024 136 16 35   -49
2024 136 16 40   -49
2024 136 16 45   -49
2024 136 16 50   -49
2024 136 16 55   -49
2024 136 17  0   -49
2024 136 17  5   -49
2024 136 17 10   -49
2024 136 17 15   -49
2024 136 17 20   -49
2024 136 17 25   -48
2024 136 17 30   -48
2024 136 17 35   -48
2024 136 17 40   -48
2024 136 17 45   -48
2024 136 17 50   -47
2024 136 17 55   -47
2024 136 18  0   -47
2024 136 18  5   -46
2024 136 18 10   -46
2024 136 18 15   -46
2024 136 18 20   -45
2024 136 18 25   -45
2024 136 18 30   -42
2024 136 18 35   -34
2024 136 18 40   -31
2024 136 18 45   -33
2024 136 18 50   -34
2024 136 18 55   -35
2024 136 19  0   -36
2024 136 19  5   -36
2024 136 19 10   -38
2024 136 19 15   -39
2024 136 19 20   -40
2024 136 19 25   -41
2024 136 19 30   -40
2024 136 19 35   -40
2024 136 19 40   -40
2024 136 19 45   -41
2024 136 19 50   -41
2024 136 19 55   -41
2024 136 20  0   -42
2024 136 20  5   -42
2024 136 20 10   -42
2024 136 20 15   -44
2024 136 20 20   -42
2024 136 20 25   -40
2024 136 20 30   -41
2024 136 20 35   -40
2024 136 20 40   -40
2024 136 20 45   -40
2024 136 20 50   -42
2024 136 20 55   -45
2024 136 21  0   -46
2024 136 21  5   -48
2024 136 21 10   -49
2024 136 21 15   -50
2024 136 21 20   -50
2024 136 21 25   -51
2024 136 21 30   -51
2024 136 21 35   -52
2024 136 21 40   -51
2024 136 21 45   -51
2024 136 21 50   -52
2024 136 21 55   -52
2024 136 22  0   -52
2024 136 22  5   -53
2024 136 22 10   -53
2024 136 22 15   -54
2024 136 22 20   -54
2024 136 22 25   -56
2024 136 22 30   -56
2024 136 22 35   -56
2024 136 22 40   -57
2024 136 22 45   -57
2024 136 22 50   -57
2024 136 22 55   -57
2024 136 23  0   -57
2024 136 23  5   -57
2024 136 23 10   -57
2024 136 23 15   -57
2024 136 23 20   -58
2024 136 23 25   -58
2024 136 23 30   -57
2024 136 23 35   -57
2024 136 23 40   -58
2024 136 23 45   -59
2024 136 23 50   -60
2024 136 23 55   -60
